"ID","Sex","BirthYear","Status","Year","Age","Weight","PopSize","Survival","UniqueExtractionID","qPCRPlate","qPCRRow","LowPurity","RTL","DateCollect","DateProc","Condition","Strongyles","Strongyloides","Coccidea","Nematodirus","Trichuris","Capillaria","Monezia","Person","DateCollect_dmy","MonthofCollection"
4266,"F",1999,"Dead",1999,0,12.5,325,1,3662,76,"A",0,1.40424910664764,"10-Aug-99","23-Aug-99",1,1200,NA,6000,0,0,0,1,"JGP","1999-08-10",8
4266,"F",1999,"Dead",2001,2,22.7,651,0,774,17,"F",0,1.37912088930195,"23-Aug-01","29-Aug-01",1.5,200,NA,300,0,0,0,2,"BHC","2001-08-23",8
4309,"F",1999,"Dead",1999,0,11.1,325,1,3321,69,"A",0,2.06069956265741,"10-Aug-99","23-Aug-99",1.5,400,NA,4600,300,0,0,2,"JGP","1999-08-10",8
4309,"F",1999,"Dead",2001,2,20.6,651,1,505,11,"F",0,2.29543894526503,"23-Aug-01","29-Aug-01",3,0,NA,200,0,0,0,1,"BHC","2001-08-23",8
4310,"F",1999,"Unknown",1999,0,11.4,325,1,3193,66,"G",0,2.36055047292773,"12-Aug-99","24-Aug-99",1,900,NA,12000,100,0,0,1,"JGP","1999-08-12",8
4310,"F",1999,"Unknown",2002,3,20,335,1,2454,51,"C",0,1.89879345143924,"13-Aug-02","25-Aug-02",2,0,NA,200,0,0,0,2,"JGP","2002-08-13",8
4313,"F",1999,"EstDead",1999,0,8.9,325,1,3759,78,"C",0,2.00108200776244,"12-Aug-99","24-Aug-99",3,2200,NA,12000,0,0,0,2,"JGP","1999-08-12",8
4313,"F",1999,"EstDead",2002,3,21.400002,335,1,4204,89,"D",0,2.23867622883665,"18-Aug-02","25-Aug-02",2,0,NA,2600,0,0,0,1,"JGP","2002-08-18",8
4313,"F",1999,"EstDead",2008,9,22.9,567,1,1822,38,"E",0,2.05912991045005,"06-Aug-08","22-Aug-08",3,50,NA,0,0,0,0,2,"JGP","2008-08-06",8
4314,"F",1999,"Dead",1999,0,10.5,325,1,3733,78,"A",0,2.59808378724634,"12-Aug-99","24-Aug-99",2,200,NA,5400,0,0,0,1,"JGP","1999-08-12",8
4314,"F",1999,"Dead",2003,4,19.65,494,1,3322,69,"B",0,2.11591993896947,"16-Aug-03","27-Aug-03",3,0,NA,0,0,0,0,2,"BHC","2003-08-16",8
4315,"M",1999,"Dead",1999,0,14.4,325,0,3656,76,"C",0,1.93912188324588,"12-Aug-99","24-Aug-99",1,200,NA,2400,0,0,0,1,"JGP","1999-08-12",8
4316,"F",1999,"Unknown",1999,0,11.6,325,1,3050,63,"G",0,2.02284833786005,"13-Aug-99","24-Aug-99",1,1400,NA,120000,200,0,0,2,"JGP","1999-08-13",8
4316,"F",1999,"Unknown",2002,3,22.7,335,1,2912,82,"F",0,2.0578516157491,"16-Aug-02","25-Aug-02",2,0,NA,1700,0,0,0,2,"JGP","2002-08-16",8
4316,"F",1999,"Unknown",2007,8,18.7,447,1,824,18,"H",0,1.60397318131134,"10-Aug-07","28-Aug-07",1.5,500,NA,1100,0,0,0,2,"JGP","2007-08-10",8
4316,"F",1999,"Unknown",2008,9,21.3,567,1,1187,25,"D",0,1.66844068234043,"06-Aug-08","23-Aug-08",3,100,NA,600,0,0,0,2,"JGP","2008-08-06",8
4317,"F",1999,"Unknown",1999,0,14.6,325,1,3801,79,"F",0,1.77384009196343,"13-Aug-99","24-Aug-99",2,600,NA,6000,100,0,0,2,"JGP","1999-08-13",8
4317,"F",1999,"Unknown",2000,1,20.6,461,1,1916,40,"D",0,2.53372873643796,"10-Aug-00","20-Aug-00",1,300,NA,1600,0,0,0,2,"JGP","2000-08-10",8
4317,"F",1999,"Unknown",2002,3,23.7,335,1,4217,89,"A",0,2.22754229453536,"16-Aug-02","25-Aug-02",2,0,NA,300,0,0,0,2,"JGP","2002-08-16",8
4318,"M",1999,"Dead",1999,0,11.1,325,1,3766,78,"B",0,2.24931107563452,"14-Aug-99","24-Aug-99",1,900,NA,2600,0,0,0,2,"JGP","1999-08-14",8
4318,"M",1999,"Dead",2000,1,18.4,461,1,1701,36,"C",0,1.57999021040582,"13-Aug-00","24-Aug-00",2,400,NA,800,0,0,0,2,"JGP","2000-08-13",8
4318,"M",1999,"Dead",2001,2,27.4,651,1,843,18,"C",0,1.77260443530353,"10-Aug-01","21-Aug-01",3,200,NA,0,0,0,0,2,"BHC","2001-08-10",8
4318,"M",1999,"Dead",2004,5,34,671,0,1578,33,"G",0,1.69387287708511,"15-Aug-04","29-Aug-04",1.5,300,NA,300,0,0,0,2,"JGP","2004-08-15",8
4322,"F",1996,"Dead",1999,3,20.7,325,1,3484,72,"E",0,1.93650507864072,"12-Aug-99","24-Aug-99",2,300,NA,1100,0,0,0,2,"JGP","1999-08-12",8
4323,"M",1999,"Dead",2000,1,26.6,461,1,998,21,"E",0,1.95365912213956,"10-Aug-00","20-Aug-00",1,300,NA,1200,0,0,0,2,"JGP","2000-08-10",8
4323,"M",1999,"Dead",2001,2,28.6,651,0,45,1,"E",0,2.1217037781343,"08-Aug-01","20-Aug-01",2.5,600,NA,0,0,0,0,2,"BHC","2001-08-08",8
4333,"F",2000,"Dead",2001,1,9.4,651,0,732,16,"C",0,1.37840644419006,"08-Aug-01","19-Aug-01",3,1500,NA,8400,0,100,0,2,"BHC","2001-08-08",8
4334,"F",2000,"Dead",2000,0,8.8,461,1,1678,35,"D",0,2.29762768003707,"08-Aug-00","20-Aug-00",1.5,300,NA,2400,0,0,0,2,"JGP","2000-08-08",8
4335,"F",2000,"Unknown",2003,3,21.35,494,1,4354,92,"C",0,2.12415691304276,"16-Aug-03","27-Aug-03",3,100,NA,100,0,0,0,2,"BHC","2003-08-16",8
4335,"F",2000,"Unknown",2004,4,21.3,671,1,982,21,"E",0,1.45810447854081,"12-Aug-04","25-Aug-04",3,0,NA,200,0,0,0,2,"JGP","2004-08-12",8
4335,"F",2000,"Unknown",2007,7,22.4,447,1,3939,83,"H",0,1.63141746575406,"10-Aug-07","27-Aug-07",2,0,NA,500,0,0,0,2,"JGP","2007-08-10",8
4335,"F",2000,"Unknown",2008,8,21.8,567,1,1643,35,"A",0,1.40681434251382,"06-Aug-08","20-Aug-08",2,0,NA,1500,0,0,0,2,"JGP","2008-08-06",8
4337,"M",2000,"Dead",2000,0,15.8,461,1,1424,30,"C",0,2.08615368080724,"10-Aug-00","20-Aug-00",1,200,NA,1800,0,0,0,2,"JGP","2000-08-10",8
4337,"M",2000,"Dead",2001,1,20.3,651,0,748,16,"C",0,1.62299022193755,"10-Aug-01","21-Aug-01",3,700,NA,100,0,0,0,2,"BHC","2001-08-10",8
4341,"M",2000,"Dead",2001,1,20.9,651,0,935,20,"H",0,1.96414181093397,"14-Aug-01","23-Aug-01",2,200,NA,100,0,0,0,2,"BHC","2001-08-14",8
4343,"M",2000,"Dead",2000,0,17.2,461,1,4099,87,"B",0,1.84380212417993,"10-Aug-00","20-Aug-00",1,100,NA,6000,600,0,100,2,"JGP","2000-08-10",8
4343,"M",2000,"Dead",2003,3,34.95,494,1,2964,61,"H",0,1.34635536050638,"15-Aug-03","26-Aug-03",1,800,NA,600,0,0,0,2,"LT","2003-08-15",8
4343,"M",2000,"Dead",2004,4,35.7,671,1,980,21,"C",0,1.81024808729816,"12-Aug-04","25-Aug-04",2,400,NA,1200,0,0,0,2,"JGP","2004-08-12",8
4344,"M",2000,"Dead",2001,1,20.4,651,0,3892,83,"A",0,1.96216564854769,"14-Aug-01","23-Aug-01",4,600,NA,100,0,0,0,1,"BHC","2001-08-14",8
4345,"M",2000,"Dead",2002,2,24.800001,335,1,2471,52,"D",0,1.93339104566517,"18-Aug-02","27-Aug-02",2,800,NA,3600,0,0,0,2,"JGP","2002-08-18",8
4345,"M",2000,"Dead",2003,3,29.1,494,1,4352,92,"A",0,1.90231613268103,"16-Aug-03","27-Aug-03",3,100,NA,100,0,0,0,2,"BHC","2003-08-16",8
4346,"F",2000,"Dead",2003,3,20.3,494,1,4336,92,"A",0,2.08785303574083,"19-Aug-03","29-Aug-03",4,200,NA,1900,0,0,0,2,"JGP","2003-08-19",8
4346,"F",2000,"Dead",2004,4,19,671,1,1721,36,"G",0,1.50177156273441,"12-Aug-04","25-Aug-04",2,0,NA,1400,0,0,0,2,"JGP","2004-08-12",8
4346,"F",2000,"Dead",2005,5,20.7,405,0,1438,30,"A",0,1.90374586876149,"14-Aug-05","26-Aug-05",3,0,NA,0,0,0,0,2,"BHC","2005-08-14",8
4347,"F",2000,"Dead",2001,1,13.1,651,0,166,4,"G",0,1.63435404178943,"11-Aug-01","22-Aug-01",3,800,NA,1400,0,0,0,2,"BHC","2001-08-11",8
4353,"M",2000,"Dead",2000,0,15.8,461,1,1093,23,"E",0,2.021713831601,"10-Aug-00","20-Aug-00",1,400,NA,3600,0,0,0,2,"JGP","2000-08-10",8
4355,"M",2000,"Dead",2001,1,17.5,651,0,7,1,"G",0,1.7385653068767,"11-Aug-01","22-Aug-01",3.5,0,NA,400,0,0,0,2,"BHC","2001-08-11",8
4356,"M",2000,"Dead",2001,1,15.6,651,0,274,6,"D",0,1.66890510251247,"11-Aug-01","22-Aug-01",3,500,NA,2000,0,0,0,2,"BHC","2001-08-11",8
4359,"F",2000,"Dead",2001,1,18,651,1,623,14,"E",0,1.69396488953888,"08-Aug-01","19-Aug-01",1,100,NA,400,0,0,0,2,"BHC","2001-08-08",8
4359,"F",2000,"Dead",2002,2,21.7,335,1,2348,49,"H",0,1.63424284125597,"18-Aug-02","27-Aug-02",2,200,NA,600,0,0,0,2,"JGP","2002-08-18",8
4359,"F",2000,"Dead",2003,3,23.95,494,1,3587,74,"E",0,2.04954804704191,"16-Aug-03","27-Aug-03",4,0,NA,200,0,0,0,2,"BHC","2003-08-16",8
4359,"F",2000,"Dead",2004,4,25,671,1,4111,87,"F",0,1.85830245784756,"18-Aug-04","31-Aug-04",2,0,NA,0,0,0,0,2,"JGP","2004-08-18",8
4359,"F",2000,"Dead",2006,6,23.35,467,1,3158,65,"D",0,1.92074090524177,"12-Aug-06","25-Aug-06",2,0,NA,600,0,0,0,2,"JGP","2006-08-12",8
4359,"F",2000,"Dead",2008,8,22.7,567,1,1096,23,"H",0,2.1808890157039,"06-Aug-08","23-Aug-08",2,0,NA,0,0,0,0,2,"JGP","2008-08-06",8
4359,"F",2000,"Dead",2009,9,23.5,617,1,3942,84,"C",0,1.88216240885676,"19-Aug-09","01-Sep-09",2,0,NA,300,0,0,0,2,"JGP","2009-08-19",8
4361,"F",2000,"Dead",2001,1,17.5,651,1,382,9,"B",0,2.03677486963532,"11-Aug-01","22-Aug-01",3,100,NA,0,0,0,100,2,"BHC","2001-08-11",8
4361,"F",2000,"Dead",2007,7,24.2,447,1,526,12,"C",0,1.83689452495028,"14-Aug-07","30-Aug-07",3,400,NA,600,0,0,0,2,"JGP","2007-08-14",8
4361,"F",2000,"Dead",2008,8,24.5,567,1,1045,22,"D",0,2.19996159982774,"06-Aug-08","22-Aug-08",3,600,NA,1200,0,0,0,2,"JGP","2008-08-06",8
4361,"F",2000,"Dead",2011,11,24,649,0,3782,79,"C",0,1.65677596342347,"11-Aug-11","29-Aug-11",2,0,NA,500,0,0,0,2,"JGP","2011-08-11",8
4366,"F",2000,"Dead",2000,0,14.2,461,1,1398,30,"A",0,2.50244698969259,"08-Aug-00","18-Aug-00",1,100,NA,7200,0,0,0,2,"JGP","2000-08-08",8
4366,"F",2000,"Dead",2001,1,18.1,651,0,795,17,"C",0,1.61846024328731,"08-Aug-01","19-Aug-01",2,400,NA,2200,0,0,0,2,"BHC","2001-08-08",8
4373,"M",2000,"Dead",2001,1,18.4,651,0,835,18,"C",0,1.36419337453587,"23-Aug-01","28-Aug-01",4,200,NA,600,0,0,0,2,"BHC","2001-08-23",8
4374,"M",2000,"Dead",2001,1,20.7,651,0,473,10,"E",0,2.15232537830302,"11-Aug-01","22-Aug-01",3,300,NA,500,0,0,0,2,"BHC","2001-08-11",8
4375,"M",2000,"Dead",2000,0,17.6,461,1,1266,27,"D",0,1.92725999470733,"10-Aug-00","20-Aug-00",2,500,NA,3500,0,0,0,2,"JGP","2000-08-10",8
4375,"M",2000,"Dead",2001,1,21.5,651,0,238,5,"H",0,1.40634182839853,"13-Aug-01","23-Aug-01",3,600,NA,1000,0,0,0,2,"BHC","2001-08-13",8
4376,"F",2000,"Dead",2001,1,13.9,651,0,3935,83,"D",0,2.4722994953672,"08-Aug-01","19-Aug-01",1,100,NA,400,0,0,0,2,"BHC","2001-08-08",8
4378,"F",2000,"Dead",2003,3,24.3,494,1,3887,82,"G",0,1.72865026364473,"23-Aug-03","27-Aug-03",3,0,NA,0,0,0,0,2,"LT","2003-08-23",8
4378,"F",2000,"Dead",2004,4,23.6,671,0,1584,33,"E",0,1.81079372926123,"12-Aug-04","25-Aug-04",2,0,NA,0,0,0,0,2,"JGP","2004-08-12",8
4380,"F",2000,"Dead",2001,1,13.9,651,0,837,18,"E",0,1.87912804574938,"11-Aug-01","22-Aug-01",3,1200,NA,4400,0,0,200,1,"BHC","2001-08-11",8
4385,"F",2000,"Dead",2003,3,20.8,494,1,3799,79,"D",0,1.74009824331515,"16-Aug-03","26-Aug-03",1,600,NA,0,0,0,0,2,"BHC","2003-08-16",8
4386,"F",2000,"EstDead",2001,1,16.3,651,1,729,95,"A",0,1.98024694776175,"08-Aug-01","19-Aug-01",1,100,NA,600,0,0,0,1,"BHC","2001-08-08",8
4386,"F",2000,"EstDead",2003,3,22.05,494,1,3393,70,"A",0,2.19078256352,"26-Aug-03","27-Aug-03",2,0,NA,0,0,0,0,2,"LT","2003-08-26",8
4386,"F",2000,"EstDead",2004,4,21.15,671,1,1028,22,"C",0,2.10153288715145,"15-Aug-04","29-Aug-04",2,0,NA,400,0,0,0,2,"JGP","2004-08-15",8
4386,"F",2000,"EstDead",2005,5,20.8,405,1,1700,36,"B",0,2.01832767239093,"12-Aug-05","24-Aug-05",4,300,NA,0,0,0,0,2,"BHC","2005-08-12",8
4386,"F",2000,"EstDead",2006,6,21.2,467,0,3032,63,"E",0,1.58485882236165,"10-Aug-06","23-Aug-06",2,700,NA,600,0,0,0,2,"JGP","2006-08-10",8
4388,"F",2000,"Dead",2000,0,10.4,461,0,1717,36,"C",0,1.97456855394105,"08-Aug-00","19-Aug-00",1,800,NA,4000,500,0,0,2,"JGP","2000-08-08",8
4389,"M",2000,"Dead",2000,0,12.2,461,0,4053,86,"C",0,1.74810678168172,"08-Aug-00","19-Aug-00",1,900,NA,6000,0,0,0,2,"JGP","2000-08-08",8
4393,"M",2000,"Dead",2000,0,14,461,1,4116,87,"C",0,1.82906011644315,"08-Aug-00","19-Aug-00",1,700,NA,4000,0,0,0,2,"JGP","2000-08-08",8
4393,"M",2000,"Dead",2001,1,21.6,651,0,648,14,"F",0,1.68566815199401,"08-Aug-01","19-Aug-01",4,400,NA,9000,0,0,0,2,"BHC","2001-08-08",8
4395,"F",2000,"Dead",2000,0,17,461,1,1469,31,"A",0,2.16292433943503,"08-Aug-00","19-Aug-00",1,200,NA,12000,0,0,0,2,"JGP","2000-08-08",8
4395,"F",2000,"Dead",2001,1,17.6,651,1,833,18,"A",0,1.80255800073306,"08-Aug-01","19-Aug-01",3,0,NA,3800,0,0,0,2,"BHC","2001-08-08",8
4395,"F",2000,"Dead",2003,3,25.45,494,1,3566,74,"H",0,2.1246723556651,"13-Aug-03","25-Aug-03",1,0,NA,400,0,0,0,2,"BHC","2003-08-13",8
4395,"F",2000,"Dead",2004,4,23.7,671,1,1617,34,"F",0,2.32775248387988,"12-Aug-04","25-Aug-04",2,0,NA,900,0,0,0,2,"JGP","2004-08-12",8
4395,"F",2000,"Dead",2005,5,26.6,405,1,1193,25,"B",0,2.08460792204014,"12-Aug-05","25-Aug-05",3.5,100,NA,0,0,0,0,2,"BHC","2005-08-12",8
4395,"F",2000,"Dead",2006,6,24.1,467,1,3563,74,"E",0,1.70005851382431,"09-Aug-06","24-Aug-06",2,0,NA,300,0,0,0,2,"JGP","2006-08-09",8
4395,"F",2000,"Dead",2007,7,25.1,447,1,97,3,"B",0,2.18031659426625,"10-Aug-07","28-Aug-07",3,200,NA,300,0,0,0,2,"JGP","2007-08-10",8
4395,"F",2000,"Dead",2009,9,22.5,617,1,271,94,"D",0,1.97917450160954,"12-Aug-09","29-Aug-09",2,200,NA,200,0,0,0,2,"JGP","2009-08-12",8
4395,"F",2000,"Dead",2010,10,23.2,672,0,2860,60,"E",0,1.9189738990907,"22-Aug-10","02-Sep-10",1.5,0,NA,1000,0,0,0,2,"JGP","2010-08-22",8
4396,"F",2000,"Dead",2003,3,25.1,494,1,3603,75,"F",0,1.6890949522002,"16-Aug-03","26-Aug-03",4,0,NA,0,0,0,0,2,"BHC","2003-08-16",8
4397,"M",2000,"Dead",2001,1,23.7,651,0,41,1,"A",0,2.00376828443753,"20-Aug-01","28-Aug-01",2,600,NA,400,0,0,100,2,"BHC","2001-08-20",8
4398,"F",2000,"Dead",2003,3,26.15,494,1,3116,65,"B",0,2.51663843704647,"19-Aug-03","29-Aug-03",3,200,NA,300,0,0,0,2,"JGP","2003-08-19",8
4398,"F",2000,"Dead",2004,4,27.8,671,1,1804,38,"C",0,2.05957203333438,"15-Aug-04","29-Aug-04",2,0,NA,1000,0,0,0,2,"JGP","2004-08-15",8
4398,"F",2000,"Dead",2007,7,27.4,447,1,733,16,"D",0,1.29609849534663,"10-Aug-07","27-Aug-07",1.5,0,NA,0,0,0,0,2,"JGP","2007-08-10",8
4398,"F",2000,"Dead",2009,9,27.8,617,0,881,19,"B",0,1.68821876718999,"24-Aug-09","01-Sep-09",1,0,NA,2800,0,0,0,2,"JGP","2009-08-24",8
4399,"F",2000,"Dead",2008,8,24.7,567,1,1494,32,"B",0,1.63235159976011,"13-Aug-08","27-Aug-08",3,0,NA,0,0,0,0,2,"JGP","2008-08-13",8
4402,"F",2000,"Dead",2001,1,16.2,651,0,430,10,"B",0,1.72385967372668,"11-Aug-01","22-Aug-01",3,200,NA,4100,0,0,100,2,"BHC","2001-08-11",8
4403,"M",2000,"Dead",2001,1,17.8,651,0,604,13,"B",0,1.66101725387017,"08-Aug-01","19-Aug-01",4,300,NA,5000,0,0,100,2,"BHC","2001-08-08",8
4404,"F",2000,"Dead",2007,7,22.5,447,1,649,14,"G",0,1.49594903140972,"14-Aug-07","29-Aug-07",2,300,NA,1000,0,0,0,2,"JGP","2007-08-14",8
4405,"F",2000,"Dead",2000,0,14.2,461,0,1745,37,"H",0,1.85434406571027,"13-Aug-00","24-Aug-00",1,200,NA,3000,600,0,0,2,"JGP","2000-08-13",8
4406,"F",2000,"Dead",2000,0,12,461,0,1731,37,"B",0,2.02948976071686,"08-Aug-00","19-Aug-00",1,300,NA,3500,0,0,0,2,"JGP","2000-08-08",8
4407,"F",2000,"Dead",2001,1,16.6,651,1,657,14,"G",0,1.56435435305848,"08-Aug-01","19-Aug-01",3,300,NA,5000,0,0,0,2,"BHC","2001-08-08",8
4407,"F",2000,"Dead",2003,3,22.8,494,1,3578,74,"D",0,2.09703642871524,"13-Aug-03","25-Aug-03",1.5,0,NA,0,0,0,0,2,"BHC","2003-08-13",8
4407,"F",2000,"Dead",2004,4,21.55,671,1,1625,34,"F",0,2.06597699674566,"12-Aug-04","25-Aug-04",1.5,0,NA,100,0,0,0,2,"JGP","2004-08-12",8
4407,"F",2000,"Dead",2005,5,22.6,405,1,1425,30,"D",0,1.96054795957954,"12-Aug-05","25-Aug-05",4,0,NA,0,0,0,0,2,"BHC","2005-08-12",8
4407,"F",2000,"Dead",2006,6,23,467,1,3318,69,"F",0,2.15366059283621,"09-Aug-06","24-Aug-06",1.5,100,NA,4600,0,0,0,2,"JGP","2006-08-09",8
4407,"F",2000,"Dead",2007,7,23.2,447,1,596,13,"B",0,2.27813618225627,"10-Aug-07","28-Aug-07",1.5,100,NA,700,0,0,0,2,"JGP","2007-08-10",8
4407,"F",2000,"Dead",2008,8,22.2,567,1,1741,37,"D",0,2.07950905794628,"06-Aug-08","22-Aug-08",2,100,NA,600,0,0,0,2,"JGP","2008-08-06",8
4407,"F",2000,"Dead",2009,9,22.9,617,1,3902,83,"C",0,1.99154405720117,"12-Aug-09","28-Aug-09",2,0,NA,800,0,0,0,2,"JGP","2009-08-12",8
4407,"F",2000,"Dead",2010,10,19.6,672,0,2745,57,"A",0,2.29338414214053,"10-Aug-10","30-Aug-10",2,0,NA,0,0,0,0,2,"JGP","2010-08-10",8
4410,"F",2000,"Dead",2003,3,21.4,494,1,3006,62,"B",0,2.02079209699233,"16-Aug-03","27-Aug-03",2,300,NA,300,0,0,0,2,"BHC","2003-08-16",8
4410,"F",2000,"Dead",2004,4,23.55,671,1,1542,96,"F",0,2.71745298454996,"12-Aug-04","25-Aug-04",1.5,0,NA,200,0,0,0,2,"JGP","2004-08-12",8
4410,"F",2000,"Dead",2007,7,23.9,447,1,712,15,"G",0,2.05900550731004,"16-Aug-07","29-Aug-07",2,200,NA,600,0,0,0,2,"JGP","2007-08-16",8
4410,"F",2000,"Dead",2008,8,24,567,1,1010,21,"A",0,2.52721189471517,"06-Aug-08","23-Aug-08",1.5,100,NA,600,0,0,0,2,"JGP","2008-08-06",8
4410,"F",2000,"Dead",2009,9,22.8,617,1,356,8,"G",0,1.80751689974277,"12-Aug-09","29-Aug-09",1.5,0,NA,0,0,0,0,2,"JGP","2009-08-12",8
4410,"F",2000,"Dead",2010,10,22.6,672,0,2305,48,"D",0,2.03892755704449,"17-Aug-10","01-Sep-10",1.5,0,NA,2400,0,0,0,2,"JGP","2010-08-17",8
4417,"M",2000,"EstDead",2000,0,11.2,461,1,1762,37,"A",0,1.87037058523834,"08-Aug-00","19-Aug-00",1,500,NA,6000,100,0,0,2,"JGP","2000-08-08",8
4417,"M",2000,"EstDead",2001,1,20.2,651,0,506,11,"G",0,2.18728864164735,"08-Aug-01","19-Aug-01",3,100,NA,600,0,0,0,1,"BHC","2001-08-08",8
4418,"M",2000,"Unknown",2000,0,14.2,461,1,1400,30,"C",0,2.00154722121544,"08-Aug-00","19-Aug-00",1,700,NA,6000,300,0,0,2,"JGP","2000-08-08",8
4418,"M",2000,"Unknown",2001,1,22.2,651,1,106,3,"C",0,1.77463193030057,"08-Aug-01","19-Aug-01",2,500,NA,400,0,0,0,2,"BHC","2001-08-08",8
4418,"M",2000,"Unknown",2003,3,36.9,494,1,3410,71,"C",0,1.80614952637846,"13-Aug-03","25-Aug-03",1.5,100,NA,100,0,0,0,1,"BHC","2003-08-13",8
4418,"M",2000,"Unknown",2004,4,34.4,671,1,999,21,"F",0,1.65909660008295,"19-Aug-04","30-Aug-04",2,500,NA,200,0,0,0,2,"JGP","2004-08-19",8
4418,"M",2000,"Unknown",2006,6,36.45,467,1,3359,70,"G",0,1.56083031571959,"09-Aug-06","23-Aug-06",2,200,NA,1200,0,0,0,2,"JGP","2006-08-09",8
4418,"M",2000,"Unknown",2007,7,36.9,447,1,541,12,"B",0,1.47235488660684,"10-Aug-07","28-Aug-07",1.5,0,NA,200,0,0,0,2,"JGP","2007-08-10",8
4418,"M",2000,"Unknown",2008,8,38.1,567,1,1866,39,"B",0,1.969263870466,"07-Aug-08","22-Aug-08",2,200,NA,1500,0,0,0,2,"JGP","2008-08-07",8
4418,"M",2000,"Unknown",2009,9,37.5,617,1,273,6,"C",0,1.45069342434641,"12-Aug-09","28-Aug-09",2,0,NA,1200,0,0,0,2,"JGP","2009-08-12",8
4418,"M",2000,"Unknown",2010,10,32.6,672,0,2445,51,"B",0,1.76523981043921,"10-Aug-10","30-Aug-10",2,0,NA,100,0,0,0,2,"JGP","2010-08-10",8
4419,"M",2000,"Dead",2000,0,16.4,461,1,1614,34,"C",0,2.01054289249678,"13-Aug-00","24-Aug-00",1,200,NA,24000,0,0,0,2,"JGP","2000-08-13",8
4419,"M",2000,"Dead",2001,1,23.1,651,0,120,93,"C",0,1.60238537818142,"10-Aug-01","21-Aug-01",3,0,NA,100,0,0,100,2,"BHC","2001-08-10",8
4420,"F",2000,"Dead",2003,3,22.35,494,1,2989,62,"A",0,1.78304608647942,"26-Aug-03","30-Aug-03",1,200,NA,600,0,0,0,2,"JGP","2003-08-26",8
4420,"F",2000,"Dead",2004,4,21.15,671,1,1562,33,"G",0,1.67601457655333,"12-Aug-04","25-Aug-04",2,200,NA,1000,0,0,0,1,"JGP","2004-08-12",8
4420,"F",2000,"Dead",2006,6,21.1,467,1,2999,62,"C",0,1.82827670119712,"17-Aug-06","24-Aug-06",1.5,200,NA,400,0,0,0,2,"JGP","2006-08-17",8
4420,"F",2000,"Dead",2008,8,21.1,567,1,1023,22,"F",0,1.51906465705009,"06-Aug-08","20-Aug-08",3,200,NA,1800,0,0,0,1,"JGP","2008-08-06",8
4428,"M",2000,"Dead",2001,1,20.9,651,0,966,81,"H",0,1.99388263757998,"10-Aug-01","21-Aug-01",5,300,NA,200,0,0,0,1,"BHC","2001-08-10",8
4429,"F",2000,"Dead",2001,1,18.4,651,0,812,18,"D",0,1.67096904869427,"10-Aug-01","21-Aug-01",4,0,NA,800,0,0,0,2,"BHC","2001-08-10",8
4432,"F",2000,"Dead",2003,3,23.55,494,1,4306,91,"C",0,2.0889063995663,"25-Aug-03","27-Aug-03",1,0,NA,0,0,0,0,2,"LT","2003-08-25",8
4432,"F",2000,"Dead",2005,5,22.7,405,1,1892,40,"D",0,1.25528836269145,"20-Aug-05","27-Aug-05",4,0,NA,0,0,0,0,2,"BHC","2005-08-20",8
4435,"M",2000,"EstDead",2000,0,16.9,461,0,4065,86,"G",0,2.01016893055898,"10-Aug-00","20-Aug-00",1,500,NA,6000,1000,0,0,1,"JGP","2000-08-10",8
4436,"M",2000,"Dead",2001,1,15.5,651,0,764,17,"D",0,1.84544569949106,"08-Aug-01","19-Aug-01",4,400,NA,600,0,0,0,2,"BHC","2001-08-08",8
4438,"F",2000,"Dead",2001,1,13.9,651,0,880,19,"A",0,1.82904649188487,"10-Aug-01","21-Aug-01",4,700,NA,500,0,0,0,2,"BHC","2001-08-10",8
4440,"M",2000,"Unknown",2003,3,33.35,494,1,3855,80,"D",0,1.92248131164864,"15-Aug-03","26-Aug-03",1,0,NA,200,0,0,0,2,"LT","2003-08-15",8
4440,"M",2000,"Unknown",2004,4,32.55,671,1,1081,23,"A",0,1.80596188846134,"15-Aug-04","29-Aug-04",2,500,NA,1200,0,0,0,1,"JGP","2004-08-15",8
4441,"F",2000,"EstDead",2001,1,16.3,651,0,691,15,"B",0,2.08440630266239,"08-Aug-01","19-Aug-01",3.5,200,NA,400,0,0,0,2,"BHC","2001-08-08",8
4443,"M",2000,"EstDead",2001,1,24.5,651,0,695,15,"F",0,2.13379954269422,"10-Aug-01","21-Aug-01",3,600,NA,1800,0,0,0,2,"BHC","2001-08-10",8
4444,"F",2000,"Dead",2000,0,13.8,461,0,1365,29,"H",0,2.02213352878361,"08-Aug-00","19-Aug-00",1,200,NA,2900,0,0,0,2,"JGP","2000-08-08",8
4446,"M",2000,"Dead",2000,0,13.6,461,1,1665,35,"G",0,1.84025429351766,"08-Aug-00","19-Aug-00",1,200,NA,4400,0,0,0,2,"JGP","2000-08-08",8
4446,"M",2000,"Dead",2001,1,23.6,651,0,600,13,"F",0,1.92035329363517,"11-Aug-01","22-Aug-01",2.5,200,NA,2100,0,0,0,1,"BHC","2001-08-11",8
4447,"M",2000,"Dead",2000,0,14.8,461,1,1565,33,"B",0,2.14337397461217,"08-Aug-00","19-Aug-00",1,300,NA,12000,0,0,0,1,"JGP","2000-08-08",8
4447,"M",2000,"Dead",2001,1,18.7,651,0,527,12,"D",0,1.72028921465741,"08-Aug-01","19-Aug-01",4,600,NA,2400,0,0,0,2,"BHC","2001-08-08",8
