"ID","Sex","BirthYear","Status","Year","Age","Weight","PopSize","Survival","UniqueExtractionID","qPCRPlate","qPCRRow","LowPurity","RTL","DateCollect","DateProc","Condition","Strongyles","Strongyloides","Coccidea","Nematodirus","Trichuris","Capillaria","Monezia","Person","DateCollect_dmy","MonthofCollection"
1077,"F",1983,"Dead",1998,15,24.9,591,0,2067,43,"D",0,2.83283697444205,"13-Aug-98","23-Aug-98",2,0,NA,0,0,0,0,2,"JGP","1998-08-13",8
1663,"F",1986,"Dead",2001,15,25.3,651,0,3897,83,"F",0,1.83531705779105,"08-Aug-01","19-Aug-01",3,0,NA,0,0,0,0,2,"BHC","2001-08-08",8
2066,"F",1988,"Dead",1998,10,23.3,591,1,2335,49,"C",0,1.60146937561501,"15-Aug-98","25-Aug-98",2,100,NA,200,0,0,0,2,"JGP","1998-08-15",8
2066,"F",1988,"Dead",1999,11,20.9,325,1,3753,78,"E",0,1.44756696893555,"12-Aug-99","24-Aug-99",3,100,NA,200,0,0,0,2,"JGP","1999-08-12",8
2071,"F",1988,"Dead",1998,10,19.3,591,0,2329,49,"E",0,1.73856813037875,"12-Aug-98","22-Aug-98",2,1400,NA,3600,0,0,0,2,"JGP","1998-08-12",8
2073,"F",1988,"Dead",1998,10,23.1,591,0,4249,90,"A",0,1.64483976115237,"12-Aug-98","22-Aug-98",1,0,NA,300,0,0,0,2,"JGP","1998-08-12",8
2163,"F",1989,"Dead",1998,9,20.4,591,0,4231,90,"G",0,2.34275131050144,"12-Aug-98","22-Aug-98",2,0,NA,6000,0,0,0,2,"JGP","1998-08-12",8
2168,"F",1989,"Dead",1998,9,20.5,591,0,2448,51,"E",0,1.76748861278863,"15-Aug-98","25-Aug-98",2,0,NA,100,0,0,0,2,"JGP","1998-08-15",8
2178,"F",1989,"Dead",1998,9,26.5,591,0,2913,82,"G",0,1.5872436760258,"12-Aug-98","22-Aug-98",2,0,NA,0,0,0,0,2,"JGP","1998-08-12",8
2223,"F",1990,"Dead",1998,8,24,591,1,2547,53,"A",0,1.84205571128234,"13-Aug-98","23-Aug-98",2,0,NA,0,0,0,0,2,"JGP","1998-08-13",8
2223,"F",1990,"Dead",1999,9,23.9,325,1,3037,63,"B",0,1.8184319186157,"10-Aug-99","23-Aug-99",2,100,NA,600,0,0,0,2,"JGP","1999-08-10",8
2223,"F",1990,"Dead",2000,10,24,461,1,1919,40,"G",0,2.19557650945009,"08-Aug-00","18-Aug-00",1.5,100,NA,300,0,0,0,2,"JGP","2000-08-08",8
2223,"F",1990,"Dead",2001,11,23.7,651,0,390,9,"B",0,2.09335766747807,"08-Aug-01","19-Aug-01",4,300,NA,100,0,0,0,2,"BHC","2001-08-08",8
2236,"F",1990,"Dead",1998,8,24.3,591,0,2391,50,"C",0,1.43770433846436,"15-Aug-98","25-Aug-98",2,0,NA,200,0,0,0,2,"JGP","1998-08-15",8
2239,"M",1990,"Dead",1998,8,41.1,591,0,2332,49,"H",0,1.92323880179312,"17-Aug-98","28-Aug-98",2,600,NA,900,0,0,0,2,"JGP","1998-08-17",8
2245,"F",1990,"Dead",1998,8,22.6,591,1,2863,60,"H",0,1.69234400785661,"17-Aug-98","28-Aug-98",1.5,0,NA,200,0,0,0,2,"JGP","1998-08-17",8
2245,"F",1990,"Dead",2001,11,24.6,651,1,490,11,"G",0,1.85757316836182,"14-Aug-01","23-Aug-01",3,0,NA,300,0,0,0,2,"BHC","2001-08-14",8
2260,"F",1990,"Dead",1998,8,22.9,591,0,2291,48,"F",0,1.55231602265594,"15-Aug-98","25-Aug-98",2,0,NA,300,0,0,0,2,"JGP","1998-08-15",8
2262,"F",1990,"Dead",1998,8,22,591,1,2562,53,"H",0,1.60676624546715,"15-Aug-98","25-Aug-98",1.5,0,NA,600,0,0,0,2,"JGP","1998-08-15",8
2262,"F",1990,"Dead",1999,9,22.6,325,1,3794,79,"G",0,1.80560862448042,"10-Aug-99","23-Aug-99",3,100,NA,600,0,0,0,2,"JGP","1999-08-10",8
2341,"F",1990,"Dead",2001,11,25.3,651,1,928,20,"A",0,1.64544107626136,"11-Aug-01","22-Aug-01",2,0,NA,100,0,0,0,2,"BHC","2001-08-11",8
2341,"F",1990,"Dead",2002,12,25.6,335,1,2748,57,"D",0,1.3502844777009,"16-Aug-02","25-Aug-02",2,0,NA,0,0,0,0,2,"JGP","2002-08-16",8
2341,"F",1990,"Dead",2003,13,25.35,494,0,3354,70,"B",0,2.00295337526179,"15-Aug-03","26-Aug-03",1,0,NA,0,0,0,0,2,"LT","2003-08-15",8
2352,"M",1990,"Dead",1998,8,30.9,591,0,2199,46,"A",0,1.80634653880882,"13-Aug-98","23-Aug-98",1.5,400,NA,1200,0,0,0,2,"JGP","1998-08-13",8
2353,"F",1990,"Dead",1998,8,21.5,591,0,1982,41,"F",0,1.99301364764421,"12-Aug-98","22-Aug-98",2,0,NA,0,0,0,0,2,"JGP","1998-08-12",8
2360,"F",1990,"Dead",2000,10,25.6,461,1,1249,26,"B",0,1.64029551047486,"13-Aug-00","24-Aug-00",1.5,0,NA,200,0,0,0,2,"JGP","2000-08-13",8
2360,"F",1990,"Dead",2001,11,23.2,651,0,112,93,"B",0,1.55091673612396,"10-Aug-01","21-Aug-01",3.5,200,NA,200,0,0,0,2,"BHC","2001-08-10",8
2368,"F",1990,"Dead",2000,10,24,461,0,1186,25,"C",0,1.87378430308844,"10-Aug-00","20-Aug-00",1.5,0,NA,200,0,0,0,2,"JGP","2000-08-10",8
2376,"F",1990,"Dead",1998,8,22,591,0,1985,41,"A",0,2.01814679046257,"15-Aug-98","25-Aug-98",2,0,NA,600,0,0,0,2,"JGP","1998-08-15",8
2378,"F",1990,"Dead",1998,8,22.5,591,1,2903,82,"E",0,1.45173208871228,"12-Aug-98","22-Aug-98",3,0,NA,300,0,0,0,1,"JGP","1998-08-12",8
2378,"F",1990,"Dead",2001,11,24.6,651,0,896,19,"A",0,1.83381007796303,"08-Aug-01","19-Aug-01",3,0,NA,800,0,0,0,2,"BHC","2001-08-08",8
2417,"F",1991,"Dead",1998,7,21.8,591,0,4140,88,"C",0,1.82255416500744,"13-Aug-98","23-Aug-98",2,0,NA,700,0,0,0,2,"JGP","1998-08-13",8
2421,"F",1991,"Dead",1998,7,20.9,591,0,2642,55,"A",0,1.59436730184465,"12-Aug-98","22-Aug-98",2,0,NA,200,0,0,0,2,"JGP","1998-08-12",8
2460,"F",1991,"Dead",1998,7,21.9,591,1,2631,55,"F",0,1.33195889472283,"15-Aug-98","25-Aug-98",1.5,0,NA,600,0,0,0,2,"JGP","1998-08-15",8
2460,"F",1991,"Dead",1999,8,24.1,325,1,3692,77,"H",0,1.34082203061146,"18-Aug-99","25-Aug-99",2,500,NA,200,0,0,0,2,"JGP","1999-08-18",8
2475,"F",1991,"Dead",2000,9,29.7,461,1,996,21,"C",0,1.47795725560427,"10-Aug-00","20-Aug-00",1,0,NA,100,0,0,0,2,"JGP","2000-08-10",8
2475,"F",1991,"Dead",2002,11,27.400002,335,1,4211,89,"C",0,1.30133743614036,"18-Aug-02","25-Aug-02",2,100,NA,100,0,0,0,2,"JGP","2002-08-18",8
2476,"F",1991,"Dead",1998,7,20.9,591,0,2051,43,"D",0,2.26418394852721,"13-Aug-98","23-Aug-98",2,0,NA,600,0,0,0,2,"JGP","1998-08-13",8
2479,"F",1991,"Dead",1998,7,23.6,591,1,2144,45,"B",0,1.78462714832472,"18-Aug-98","27-Aug-98",3,0,NA,800,0,0,0,2,"JGP","1998-08-18",8
2479,"F",1991,"Dead",1999,8,26.3,325,1,2958,61,"B",0,1.6230477773359,"18-Aug-99","25-Aug-99",3,100,NA,400,0,0,0,2,"JGP","1999-08-18",8
2534,"F",1991,"Dead",1998,7,19.6,591,0,2195,46,"E",0,1.71949358599538,"12-Aug-98","22-Aug-98",2,200,NA,800,0,0,0,2,"JGP","1998-08-12",8
2571,"F",1991,"Dead",1998,7,21.4,591,0,4175,88,"F",0,1.65310445167193,"15-Aug-98","25-Aug-98",1,100,NA,300,0,0,0,2,"JGP","1998-08-15",8
2572,"F",1991,"Dead",1998,7,26.1,591,0,4202,89,"B",0,1.89075253803425,"12-Aug-98","22-Aug-98",2,0,NA,0,0,0,0,2,"JGP","1998-08-12",8
2597,"F",1992,"Dead",1998,6,21.5,591,1,1951,41,"G",0,1.97000834588762,"12-Aug-98","22-Aug-98",1,400,NA,200,0,0,0,2,"JGP","1998-08-12",8
2597,"F",1992,"Dead",1999,7,21.9,325,1,3495,73,"A",0,2.05038649177896,"10-Aug-99","23-Aug-99",2,400,NA,1200,0,0,0,2,"JGP","1999-08-10",8
2597,"F",1992,"Dead",2001,9,22.6,651,1,721,16,"H",0,1.70637242254712,"08-Aug-01","19-Aug-01",3,200,NA,100,0,0,0,2,"BHC","2001-08-08",8
2597,"F",1992,"Dead",2002,10,20.900002,335,1,2409,50,"E",0,1.62680362124481,"13-Aug-02","25-Aug-02",2,200,NA,200,0,0,0,2,"JGP","2002-08-13",8
2597,"F",1992,"Dead",2003,11,17.75,494,0,3180,66,"B",0,1.47528014034143,"13-Aug-03","25-Aug-03",1.5,100,NA,0,0,0,0,2,"BHC","2003-08-13",8
2607,"F",1992,"Dead",2001,9,21.1,651,0,40,1,"H",0,1.36226327056477,"23-Aug-01","29-Aug-01",4.5,100,NA,200,0,0,0,2,"BHC","2001-08-23",8
2612,"F",1992,"Dead",1998,6,20.5,591,0,2908,82,"B",0,1.25434962939816,"17-Aug-98","28-Aug-98",1.5,100,NA,600,0,0,0,2,"JGP","1998-08-17",8
2617,"F",1992,"Dead",1998,6,23.8,591,0,4201,89,"A",0,1.65970491572595,"12-Aug-98","22-Aug-98",2,0,NA,200,0,0,0,2,"JGP","1998-08-12",8
2623,"F",1992,"Dead",1998,6,19.9,591,0,2880,60,"A",0,1.69407111194623,"18-Aug-98","27-Aug-98",1.5,0,NA,300,0,0,0,2,"JGP","1998-08-18",8
2627,"F",1992,"Dead",2000,8,29,461,1,1157,24,"E",0,1.41895954963368,"10-Aug-00","20-Aug-00",1.5,0,NA,600,0,0,0,2,"JGP","2000-08-10",8
2637,"F",1992,"Dead",1998,6,19.3,591,0,2676,56,"C",0,1.3825414788036,"12-Aug-98","22-Aug-98",2,0,NA,0,0,0,0,2,"JGP","1998-08-12",8
2640,"F",1992,"Dead",2001,9,23.2,651,1,292,7,"G",0,1.7012298411041,"10-Aug-01","21-Aug-01",3.5,0,NA,400,0,0,0,2,"BHC","2001-08-10",8
2640,"F",1992,"Dead",2004,12,22.4,671,0,1450,31,"F",0,1.57174327886903,"17-Aug-04","29-Aug-04",2,0,NA,0,0,0,0,2,"JGP","2004-08-17",8
2645,"M",1992,"Dead",1999,7,33.9,325,1,2987,62,"G",0,1.95894840295767,"10-Aug-99","23-Aug-99",2,300,NA,1200,0,0,0,2,"JGP","1999-08-10",8
2645,"M",1992,"Dead",2000,8,34.2,461,1,1760,37,"G",0,1.49069697766724,"08-Aug-00","18-Aug-00",1.5,200,NA,1600,0,0,0,1,"JGP","2000-08-08",8
2668,"F",1992,"Dead",1998,6,22.7,591,1,2568,54,"F",0,1.89776738416526,"15-Aug-98","25-Aug-98",1,0,NA,500,0,0,0,2,"JGP","1998-08-15",8
2668,"F",1992,"Dead",1999,7,24.1,325,1,3378,70,"B",0,1.64984856234064,"18-Aug-99","25-Aug-99",2,0,NA,100,0,0,0,2,"JGP","1999-08-18",8
2673,"F",1992,"Dead",1999,7,23.7,325,1,3255,67,"F",0,1.68518059494801,"13-Aug-99","24-Aug-99",2,100,NA,0,0,0,0,2,"JGP","1999-08-13",8
2673,"F",1992,"Dead",2001,9,24.9,651,0,155,4,"D",0,1.39516403987347,"13-Aug-01","23-Aug-01",3,100,NA,0,0,0,0,2,"BHC","2001-08-13",8
2683,"F",1992,"Dead",1998,6,26.3,591,1,2357,49,"A",0,1.83164863972982,"17-Aug-98","28-Aug-98",1,0,NA,600,0,0,0,2,"JGP","1998-08-17",8
2695,"F",1992,"Dead",1998,6,17.6,591,0,4171,88,"B",0,1.92944183974576,"12-Aug-98","22-Aug-98",1,100,NA,3300,0,0,0,2,"JGP","1998-08-12",8
2698,"F",1992,"Dead",1999,7,24,325,0,3440,71,"A",0,1.76348640794972,"10-Aug-99","23-Aug-99",4,0,NA,500,0,0,0,2,"JGP","1999-08-10",8
2699,"F",1992,"Dead",1998,6,20.4,591,1,2742,57,"F",0,1.50156675354232,"15-Aug-98","25-Aug-98",1,0,NA,1400,0,0,0,2,"JGP","1998-08-15",8
2699,"F",1992,"Dead",1999,7,21.6,325,1,3527,73,"A",0,1.50608165581497,"18-Aug-99","25-Aug-99",2,0,NA,0,0,0,0,2,"JGP","1999-08-18",8
2699,"F",1992,"Dead",2003,11,19.7,494,0,4380,93,"F",0,1.6158460760609,"19-Aug-03","29-Aug-03",3,0,NA,0,0,0,0,2,"JGP","2003-08-19",8
2703,"F",1992,"Dead",1998,6,22.5,591,1,2800,59,"A",0,1.6032759261744,"15-Aug-98","25-Aug-98",1,0,NA,600,0,0,0,2,"JGP","1998-08-15",8
2703,"F",1992,"Dead",1999,7,22.9,325,1,3498,73,"D",0,1.68647975504234,"14-Aug-99","24-Aug-99",2,0,NA,400,0,0,0,2,"JGP","1999-08-14",8
2703,"F",1992,"Dead",2001,9,21.3,651,0,3922,83,"G",0,1.77696513859812,"23-Aug-01","29-Aug-01",4.5,100,NA,400,0,0,0,1,"BHC","2001-08-23",8
2706,"F",1992,"Dead",1998,6,22.5,591,1,2230,47,"A",0,2.07924449700494,"12-Aug-98","22-Aug-98",2,0,NA,700,0,0,0,2,"JGP","1998-08-12",8
2706,"F",1992,"Dead",1999,7,24.1,325,1,3125,65,"C",0,2.172136952759,"10-Aug-99","23-Aug-99",2,0,NA,0,0,0,0,2,"JGP","1999-08-10",8
2706,"F",1992,"Dead",2001,9,22.9,651,1,671,15,"F",0,2.06340473870094,"08-Aug-01","19-Aug-01",3,0,NA,400,0,0,0,2,"BHC","2001-08-08",8
2706,"F",1992,"Dead",2002,10,24.6,335,1,1958,41,"F",0,1.66024046078041,"13-Aug-02","25-Aug-02",2,100,NA,200,0,0,0,2,"JGP","2002-08-13",8
2706,"F",1992,"Dead",2003,11,24.2,494,1,3430,71,"G",0,2.0890112996516,"13-Aug-03","25-Aug-03",1.5,0,NA,100,0,0,0,2,"BHC","2003-08-13",8
2706,"F",1992,"Dead",2004,12,22,671,0,1112,23,"H",0,2.387087841381,"12-Aug-04","24-Aug-04",2,0,NA,0,0,0,0,2,"JGP","2004-08-12",8
2707,"F",1992,"Dead",2002,10,23.800001,335,1,4271,90,"G",0,1.67012345322119,"18-Aug-02","25-Aug-02",2,0,NA,1000,0,0,0,2,"JGP","2002-08-18",8
2784,"F",1993,"Dead",1999,6,26.4,325,1,3858,80,"G",0,2.04868251430767,"13-Aug-99","24-Aug-99",4,100,NA,500,0,0,0,2,"JGP","1999-08-13",8
2784,"F",1993,"Dead",2000,7,25.8,461,1,1475,31,"G",0,1.78738171278432,"08-Aug-00","19-Aug-00",1,0,NA,200,0,0,0,2,"JGP","2000-08-08",8
2784,"F",1993,"Dead",2001,8,26,651,1,809,18,"A",0,2.16537475064045,"24-Aug-01","29-Aug-01",3.5,0,NA,300,0,0,0,2,"BHC","2001-08-24",8
2784,"F",1993,"Dead",2002,9,25.6,335,1,2890,60,"C",0,1.88487080088122,"13-Aug-02","25-Aug-02",2,300,NA,3000,0,0,0,2,"JGP","2002-08-13",8
2784,"F",1993,"Dead",2004,11,22.75,671,0,1198,25,"G",0,1.50282501613865,"12-Aug-04","24-Aug-04",2,400,NA,0,0,0,0,2,"JGP","2004-08-12",8
2787,"F",1993,"Dead",1998,5,25.1,591,1,2540,53,"B",0,1.95905707935486,"13-Aug-98","23-Aug-98",2,0,NA,1500,0,0,0,2,"JGP","1998-08-13",8
2787,"F",1993,"Dead",1999,6,25.5,325,1,3516,73,"F",0,1.42902954259232,"10-Aug-99","23-Aug-99",3,0,NA,3600,0,0,0,1,"JGP","1999-08-10",8
2787,"F",1993,"Dead",2000,7,25.7,461,1,1606,34,"C",0,1.39356294939292,"08-Aug-00","18-Aug-00",1,0,NA,300,0,0,0,2,"JGP","2000-08-08",8
2787,"F",1993,"Dead",2001,8,25.7,651,1,444,94,"B",0,1.77766954186627,"11-Aug-01","23-Aug-01",3,0,NA,0,0,0,0,2,"BHC","2001-08-11",8
2787,"F",1993,"Dead",2002,9,25.6,335,1,2522,53,"H",0,1.7874940426786,"13-Aug-02","25-Aug-02",2,100,NA,200,0,0,0,2,"JGP","2002-08-13",8
2787,"F",1993,"Dead",2003,10,26.15,494,1,3207,66,"E",0,2.04345299654045,"13-Aug-03","25-Aug-03",1.5,200,NA,200,0,0,0,2,"BHC","2003-08-13",8
2787,"F",1993,"Dead",2004,11,24.2,671,1,4061,86,"C",0,2.07728266407828,"19-Aug-04","30-Aug-04",2,0,NA,0,0,0,0,2,"JGP","2004-08-19",8
2787,"F",1993,"Dead",2005,12,21.25,405,0,1577,33,"F",0,1.55963050571478,"12-Aug-05","25-Aug-05",4,100,NA,0,0,0,0,2,"BHC","2005-08-12",8
2800,"F",1993,"Dead",2003,10,25.75,494,1,3780,79,"A",0,1.6977432148853,"16-Aug-03","27-Aug-03",4,0,NA,100,0,0,0,2,"BHC","2003-08-16",8
2817,"M",1993,"Dead",1998,5,38.4,591,0,2295,48,"B",0,1.69577250002425,"13-Aug-98","23-Aug-98",2,400,NA,1100,0,0,0,2,"JGP","1998-08-13",8
2829,"F",1993,"Dead",1999,6,23.1,325,1,3301,68,"D",0,1.99736224307263,"10-Aug-99","23-Aug-99",2,0,NA,300,0,0,0,2,"JGP","1999-08-10",8
2829,"F",1993,"Dead",2001,8,22.5,651,0,437,94,"A",0,1.66801824934273,"14-Aug-01","23-Aug-01",3,0,NA,100,0,0,0,2,"BHC","2001-08-14",8
2834,"F",1993,"Dead",1998,5,23.1,591,1,4141,88,"D",0,2.06469283143574,"12-Aug-98","22-Aug-98",1,0,NA,200,0,0,0,2,"JGP","1998-08-12",8
2834,"F",1993,"Dead",1999,6,25.2,325,1,3720,77,"D",0,1.76572599339842,"10-Aug-99","23-Aug-99",1,0,NA,0,0,0,0,2,"JGP","1999-08-10",8
2834,"F",1993,"Dead",2000,7,25.1,461,1,1233,26,"B",0,2.22033165199287,"08-Aug-00","18-Aug-00",1.5,300,NA,600,0,0,0,2,"JGP","2000-08-08",8
2834,"F",1993,"Dead",2001,8,24.9,651,1,82,2,"B",0,1.9046331757743,"11-Aug-01","23-Aug-01",2.5,300,NA,100,0,0,0,2,"BHC","2001-08-11",8
2834,"F",1993,"Dead",2003,10,27.15,494,1,3063,63,"D",0,2.37623830868817,"19-Aug-03","29-Aug-03",4,400,NA,300,0,0,0,2,"JGP","2003-08-19",8
2847,"F",1993,"Dead",1998,5,23,591,1,2285,48,"H",0,1.717832626727,"15-Aug-98","26-Aug-98",2,0,NA,800,0,0,0,2,"JGP","1998-08-15",8
2847,"F",1993,"Dead",1999,6,26.5,325,1,3007,62,"C",0,1.56251836467664,"18-Aug-99","25-Aug-99",2,0,NA,100,0,0,0,2,"JGP","1999-08-18",8
2847,"F",1993,"Dead",2001,8,22.7,651,0,683,15,"B",0,1.30253136579035,"10-Aug-01","21-Aug-01",2,0,NA,800,0,0,0,2,"BHC","2001-08-10",8
2853,"F",1993,"Dead",1998,5,20.6,591,1,2567,54,"E",0,1.71759199255211,"12-Aug-98","22-Aug-98",1,0,NA,1200,0,0,0,2,"JGP","1998-08-12",8
2853,"F",1993,"Dead",1999,6,22.7,325,0,3548,74,"F",0,1.84411538441527,"10-Aug-99","23-Aug-99",1.5,100,NA,800,0,0,0,2,"JGP","1999-08-10",8
2856,"M",1993,"Dead",1998,5,36.3,591,0,2625,55,"H",0,2.39646233057103,"17-Aug-98","28-Aug-98",2,300,NA,600,0,0,0,2,"JGP","1998-08-17",8
2860,"F",1993,"Dead",1998,5,22.6,591,1,2629,55,"D",0,1.6358183760782,"15-Aug-98","25-Aug-98",1.5,0,NA,400,0,0,0,2,"JGP","1998-08-15",8
2860,"F",1993,"Dead",2001,8,23.1,651,1,3919,83,"D",0,1.61301608215398,"14-Aug-01","23-Aug-01",3,0,NA,400,0,0,0,2,"BHC","2001-08-14",8
2860,"F",1993,"Dead",2004,11,20,671,0,1206,25,"G",0,2.26911439727431,"12-Aug-04","25-Aug-04",1.5,100,NA,300,0,0,0,2,"JGP","2004-08-12",8
2861,"F",1993,"Dead",1998,5,23.5,591,1,2690,56,"A",0,1.46803715431635,"17-Aug-98","28-Aug-98",2,0,NA,1200,0,0,0,2,"JGP","1998-08-17",8
2861,"F",1993,"Dead",2001,8,24.3,651,0,293,7,"H",0,1.65231030838609,"22-Aug-01","29-Aug-01",4.5,200,NA,1000,0,0,0,2,"BHC","2001-08-22",8
2868,"F",1993,"EstDead",1999,6,27.5,325,1,3288,68,"G",0,1.43611652425023,"13-Aug-99","24-Aug-99",2,0,NA,0,0,0,0,2,"JGP","1999-08-13",8
2868,"F",1993,"EstDead",2000,7,27.8,461,1,1715,36,"A",0,0.9102133126075,"08-Aug-00","18-Aug-00",1,100,NA,400,0,0,0,2,"JGP","2000-08-08",8
2868,"F",1993,"EstDead",2001,8,28.9,651,1,136,93,"E",0,1.44844482629012,"08-Aug-01","20-Aug-01",2,0,NA,0,0,0,0,2,"BHC","2001-08-08",8
2868,"F",1993,"EstDead",2002,9,27.6,335,1,4203,89,"C",0,1.71726109645355,"16-Aug-02","25-Aug-02",2,0,NA,200,0,0,0,2,"JGP","2002-08-16",8
2868,"F",1993,"EstDead",2003,10,28.8,494,1,3085,64,"B",0,1.6435114500636,"13-Aug-03","25-Aug-03",1.5,0,NA,0,0,0,0,2,"BHC","2003-08-13",8
2868,"F",1993,"EstDead",2004,11,27.65,671,1,4058,86,"H",0,1.62314705554076,"12-Aug-04","24-Aug-04",1.5,0,NA,0,0,0,0,2,"JGP","2004-08-12",8
2868,"F",1993,"EstDead",2005,12,26.2,405,1,1749,37,"D",0,1.40090137876162,"12-Aug-05","25-Aug-05",3,1200,NA,0,0,0,0,2,"BHC","2005-08-12",8
2873,"F",1993,"Dead",1998,5,18.8,591,1,2842,59,"C",0,2.06313815285203,"15-Aug-98","25-Aug-98",2,0,NA,200,0,0,0,2,"JGP","1998-08-15",8
2873,"F",1993,"Dead",1999,6,19.3,325,1,3729,77,"E",0,1.58628540531994,"14-Aug-99","24-Aug-99",2,0,NA,0,0,0,0,2,"JGP","1999-08-14",8
2880,"M",1993,"Dead",1998,5,30.4,591,0,2767,58,"G",0,2.01544312074552,"17-Aug-98","28-Aug-98",2,300,NA,1500,0,0,0,2,"JGP","1998-08-17",8
2892,"F",1993,"Dead",1998,5,21.7,591,1,2726,57,"F",0,1.43557014265271,"15-Aug-98","25-Aug-98",2,0,NA,2000,0,0,0,2,"JGP","1998-08-15",8
2892,"F",1993,"Dead",1999,6,21.5,325,1,3369,70,"A",0,1.70085099037363,"14-Aug-99","24-Aug-99",4,200,NA,100,0,0,0,2,"JGP","1999-08-14",8
2892,"F",1993,"Dead",2000,7,22.8,461,1,1656,35,"F",0,1.10240244408413,"13-Aug-00","24-Aug-00",1.5,0,NA,0,0,0,0,2,"JGP","2000-08-13",8
2899,"F",1993,"Dead",1998,5,22.9,591,0,2338,49,"F",0,1.36869174416875,"15-Aug-98","25-Aug-98",2,0,NA,1900,0,0,0,2,"JGP","1998-08-15",8
2908,"F",1993,"Dead",1999,6,23.5,325,1,3154,65,"H",0,1.68866704869884,"10-Aug-99","23-Aug-99",2,100,NA,400,0,0,0,2,"JGP","1999-08-10",8
2908,"F",1993,"Dead",2001,8,22.2,651,1,4011,85,"A",0,2.13489233163808,"22-Aug-01","29-Aug-01",1.5,50,NA,1100,0,0,0,2,"BHC","2001-08-22",8
2927,"F",1993,"EstDead",1999,6,21.2,325,1,3774,78,"B",0,1.88172963347322,"13-Aug-99","24-Aug-99",2,400,NA,200,0,0,0,2,"JGP","1999-08-13",8
2927,"F",1993,"EstDead",2001,8,22.5,651,1,498,11,"G",0,1.47310665356952,"22-Aug-01","29-Aug-01",5,200,NA,0,0,0,0,2,"BHC","2001-08-22",8
2927,"F",1993,"EstDead",2002,9,20,335,1,1968,41,"H",0,1.45684464716148,"16-Aug-02","25-Aug-02",3,600,NA,400,0,0,0,2,"JGP","2002-08-16",8
2927,"F",1993,"EstDead",2003,10,20.55,494,1,4313,91,"B",0,2.30428518640896,"13-Aug-03","25-Aug-03",1.5,900,NA,0,0,0,0,2,"BHC","2003-08-13",8
2931,"F",1993,"Dead",1998,5,21.3,591,1,2383,50,"C",0,1.63444366472499,"17-Aug-98","28-Aug-98",2,0,NA,1500,0,0,0,2,"JGP","1998-08-17",8
2931,"F",1993,"Dead",2001,8,20.9,651,0,856,19,"A",0,2.31155816579629,"11-Aug-01","22-Aug-01",3,0,NA,600,0,0,0,2,"BHC","2001-08-11",8
2941,"F",1993,"Dead",1998,5,24.7,591,1,1988,41,"D",0,2.25285878635353,"13-Aug-98","23-Aug-98",1.5,0,NA,1200,0,0,0,2,"JGP","1998-08-13",8
2941,"F",1993,"Dead",1999,6,21.3,325,1,3155,65,"A",0,2.57852172758237,"10-Aug-99","23-Aug-99",2,0,NA,0,0,0,0,2,"JGP","1999-08-10",8
2942,"F",1993,"Dead",1998,5,25.5,591,1,2488,52,"E",0,1.52020560741578,"12-Aug-98","22-Aug-98",2,0,NA,400,0,0,0,2,"JGP","1998-08-12",8
2942,"F",1993,"Dead",2001,8,24.8,651,0,303,7,"B",0,1.65080255972363,"11-Aug-01","23-Aug-01",2.5,0,NA,1200,0,0,0,2,"BHC","2001-08-11",8
2963,"F",1993,"EstDead",1998,5,24.6,591,1,2916,82,"B",0,1.86050413231792,"13-Aug-98","23-Aug-98",2,0,NA,1000,0,0,0,2,"JGP","1998-08-13",8
2963,"F",1993,"EstDead",1999,6,29.3,325,1,3628,75,"G",0,1.70016163651684,"15-Aug-99","25-Aug-99",4,0,NA,300,0,0,0,2,"JGP","1999-08-15",8
2963,"F",1993,"EstDead",2000,7,29.6,461,1,1609,34,"F",0,1.67648466703678,"10-Aug-00","20-Aug-00",2,0,NA,0,0,0,0,2,"JGP","2000-08-10",8
2963,"F",1993,"EstDead",2001,8,27.9,651,0,194,5,"D",0,2.31656941052629,"11-Aug-01","23-Aug-01",3,0,NA,0,0,0,0,1,"BHC","2001-08-11",8
2964,"F",1993,"Dead",1998,5,20.5,591,0,4143,88,"F",0,1.92677988520787,"12-Aug-98","22-Aug-98",2,400,NA,800,0,0,0,2,"JGP","1998-08-12",8
3002,"F",1994,"Dead",1999,5,22.6,325,1,3856,80,"E",0,1.73768258682682,"18-Aug-99","25-Aug-99",3,50,NA,0,0,0,0,2,"JGP","1999-08-18",8
3002,"F",1994,"Dead",2003,9,20.6,494,0,3143,65,"E",0,1.66714552916865,"19-Aug-03","29-Aug-03",3,200,NA,100,0,0,0,2,"JGP","2003-08-19",8
3009,"F",1994,"Dead",1999,5,21.3,325,1,4364,92,"E",0,1.83089540095165,"18-Aug-99","25-Aug-99",2,0,NA,600,0,0,0,2,"JGP","1999-08-18",8
3009,"F",1994,"Dead",2001,7,21.7,651,1,829,18,"E",0,0.999048750201123,"14-Aug-01","23-Aug-01",3,0,NA,0,0,0,0,2,"BHC","2001-08-14",8
3009,"F",1994,"Dead",2004,10,20.35,671,1,4090,87,"A",0,1.34983829194948,"12-Aug-04","24-Aug-04",2,0,NA,200,0,0,0,2,"JGP","2004-08-12",8
3027,"F",1994,"Dead",1998,4,24,591,0,4179,89,"C",0,1.69929624550341,"15-Aug-98","25-Aug-98",2,100,NA,1600,0,0,0,2,"JGP","1998-08-15",8
